I[10A],Ue[V]
-1.181,2.480
-1.102,2.480
-1.142,2.520
-1.181,2.559
-1.181,2.559
-1.142,2.480
-1.102,2.480
-1.142,2.480
-1.181,2.559
-1.181,2.559
-1.142,2.480
-1.142,2.480
-1.142,2.480
-1.181,2.559
-1.181,2.559
-1.181,2.480
-1.102,2.480
-1.142,2.520
-1.181,2.559
-1.181,2.559
-1.142,2.480
-1.102,2.480
-1.142,2.520
-1.181,2.559
-1.181,2.559
-1.142,2.480
-1.102,2.480
-1.142,2.480
-1.181,2.559
-1.181,2.480
-1.142,2.480
-1.102,2.480
-1.142,2.480
-1.181,2.559
-1.220,2.559
-1.142,2.480
-1.102,2.480
-1.142,2.480
-1.181,2.559
-1.181,2.559
-1.142,2.520
-1.102,2.480
-1.142,2.520
-1.181,2.598
-1.220,2.598
-1.142,2.480
-1.142,2.480
-1.142,2.480
-1.181,2.559
-1.181,2.559
-1.181,2.520
-1.142,2.480
-1.142,2.520
-1.181,2.559
-1.181,2.559
-1.181,2.480
-1.142,2.441
-1.102,2.480
-1.181,2.559
-1.220,2.559
-1.181,2.480
-1.102,2.480
-1.142,2.480
-1.181,2.559
-1.181,2.559
-1.142,2.520
-1.142,2.441
-1.142,2.480
-1.181,2.559
-1.181,2.559
-1.181,2.559
-1.142,2.480
-1.102,2.480
-1.181,2.559
-1.220,2.559
-1.142,2.480
-1.102,2.480
-1.142,2.480
-1.181,2.559
-1.220,2.559
-1.142,2.480
-1.102,2.441
-1.142,2.441
-1.181,2.559
-1.220,2.520
-1.142,2.480
-1.102,2.480
-1.142,2.480
-1.181,2.559
-1.220,2.559
-1.142,2.520
-1.102,2.480
-1.102,2.480
-1.181,2.559
-1.181,2.598
-1.181,2.520
-1.102,2.480
-1.102,2.480
-1.181,2.559
-1.181,2.559
-1.142,2.559
-1.142,2.480
-1.102,2.480
-1.181,2.520
-1.181,2.559
-1.142,2.480
-1.102,2.480
-1.102,2.520
-1.181,2.559
-1.220,2.598
-1.181,2.520
-1.102,2.441
-1.102,2.480
-1.142,2.559
-1.181,2.559
-1.181,2.480
-1.102,2.480
-1.102,2.480
-1.181,2.559
-1.181,2.559
-1.181,2.480
-1.142,2.480
-1.142,2.480
-1.181,2.559
-1.220,2.559
-1.181,2.480
-1.102,2.441
-1.142,2.480
-1.181,2.520
-1.220,2.559
-1.142,2.480
-1.102,2.441
-1.102,2.441
-1.181,2.480
-1.181,2.559
-1.181,2.480
-1.102,2.480
-1.102,2.480
-1.142,2.559
-1.181,2.559
-1.181,2.559
-1.142,2.480
-1.102,2.480
-1.142,2.559
-1.181,2.559
-1.142,2.480
-1.102,2.480
-1.102,2.480
-1.181,2.559
-1.220,2.559
-1.181,2.559
-1.142,2.441
-1.102,2.480
-1.181,2.559
-1.181,2.559
-1.142,2.480
-1.142,2.441
-1.102,2.480
-1.142,2.480
-1.220,2.559
-1.181,2.559
-1.102,2.480
-1.102,2.480
-1.142,2.480
-1.181,2.559
-1.181,2.480
-1.102,2.480
-1.102,2.480
-1.181,2.480
-1.181,2.559
-1.181,2.480
-1.142,2.480
-1.102,2.441
-1.142,2.480
-1.181,2.559
-1.181,2.480
-1.142,2.480
-1.102,2.402
-1.142,2.480
-1.181,2.520
-1.181,2.480
-1.102,2.441
-1.102,2.441
-1.142,2.480
-1.181,2.520
-1.142,2.480
-1.102,2.441
-1.102,2.441
-1.142,2.520
-1.181,2.559
-1.181,2.559
-1.102,2.480
-1.102,2.441
-1.142,2.559
-1.181,2.559
-1.142,2.520
-1.102,2.480
-1.102,2.441
-1.142,2.520
-1.220,2.559
-1.181,2.559
-1.142,2.441
-1.102,2.441
-1.142,2.480
-1.181,2.559
-1.142,2.480
-1.102,2.480
-1.102,2.441
-1.142,2.480
-1.181,2.559
-1.181,2.559
-1.102,2.480
-1.102,2.441
-1.181,2.520
-1.181,2.559
-1.181,2.520
-1.102,2.441
-1.063,2.441
-1.142,2.480
-1.181,2.559
-1.181,2.520
-1.102,2.480
-1.063,2.480
-1.142,2.480
-1.181,2.559
-1.181,2.480
-1.102,2.441
-1.102,2.441
-1.142,2.480
-1.181,2.559
-1.181,2.480
-1.102,2.441
-1.063,2.441
-1.142,2.480
-1.181,2.559
-1.181,2.480
-1.142,2.441
-1.102,2.441
-1.142,2.480
-1.181,2.559
-1.181,2.559
-1.142,2.480
-1.102,2.480
-1.142,2.480
-1.181,2.559
-1.181,2.559
-1.102,2.480
-1.102,2.480
-1.142,2.480
-1.181,2.559
-1.142,2.480
-1.102,2.480
-1.102,2.402
-1.142,2.480
-1.181,2.559
-1.220,2.480
-1.142,2.441
-1.102,2.480
-1.142,2.480
-1.181,2.520
-1.181,2.480
-1.102,2.480
-1.102,2.441
-1.142,2.480
-1.181,2.559
-1.181,2.480
-1.142,2.480
-1.102,2.441
-1.142,2.480
-1.181,2.559
-1.181,2.559
-1.142,2.480
-1.063,2.441
-1.142,2.520
-1.181,2.559
-1.181,2.480
-1.102,2.480
-1.063,2.402
-1.142,2.480
-1.181,2.480
-1.181,2.480
-1.102,2.441
-1.063,2.441
-1.102,2.480
-1.181,2.520
-1.220,2.559
-1.102,2.441
-1.063,2.480
-1.102,2.480
-1.181,2.559
-1.181,2.520
-1.142,2.480
-1.102,2.441
-1.142,2.520
-1.181,2.559
-1.181,2.480
-1.102,2.480
-1.102,2.441
-1.142,2.480
-1.181,2.559
-1.181,2.559
-1.102,2.480
-1.102,2.441
-1.102,2.480
-1.181,2.520
-1.181,2.480
-1.102,2.480
-1.102,2.441
-1.102,2.480
-1.181,2.520
-1.181,2.520
-1.102,2.441
-1.063,2.441
-1.142,2.480
-1.181,2.559
-1.181,2.480
-1.142,2.480
-1.063,2.441
-1.142,2.559
-1.181,2.520
-1.181,2.520
-1.142,2.480
-1.102,2.441
-1.102,2.480
-1.181,2.520
-1.181,2.480
-1.142,2.480
-1.063,2.402
-1.102,2.480
-1.181,2.520
-1.181,2.480
-1.102,2.441
-1.102,2.441
-1.102,2.480
-1.181,2.480
-1.181,2.480
-1.102,2.480
-1.102,2.441
-1.142,2.559
-1.181,2.559
-1.181,2.520
-1.142,2.441
-1.102,2.441
-1.102,2.480
-1.142,2.559
-1.142,2.559
-1.142,2.480
-1.102,2.441
-1.063,2.441
-1.181,2.520
-1.220,2.520
-1.142,2.441
-1.102,2.441
-1.102,2.638
-1.142,2.480
-1.181,2.480
-1.102,2.441
-1.063,2.402
-1.102,2.480
-1.142,2.480
-1.181,2.480
-1.142,2.480
-1.063,2.441
-1.102,2.480
-1.181,2.559
-1.181,2.559
-1.142,2.441
-1.063,2.441
-1.102,2.441
-1.181,2.480
-1.220,2.520
-1.142,2.441
-1.063,2.402
-1.102,2.638
-1.181,2.480
-1.181,2.480
-1.142,2.441
-1.063,2.402
-1.102,2.441
-1.181,2.480
-1.181,2.480
-1.142,2.441
-1.102,2.402
-1.102,2.480
-1.142,2.520
-1.181,2.559
-1.142,2.441
-1.063,2.402
-1.102,2.520
-1.181,2.520
-1.181,2.559
-1.142,2.480
-1.102,2.402
-1.102,2.441
-1.181,2.559
-1.142,2.480
-1.142,2.441
-1.102,2.441
-1.102,2.480
-1.142,2.480
-1.181,2.559
-1.142,2.480
-1.063,2.402
-1.102,2.441
-1.181,2.520
-1.142,2.520
-1.142,2.480
-1.102,2.402
-1.102,2.480
-1.142,2.559
-1.181,2.480
-1.142,2.480
-1.063,2.441
-1.102,2.441
-1.142,2.480
-1.181,2.480
-1.142,2.480
-1.063,2.441
-1.102,2.441
-1.181,2.480
-1.181,2.520
-1.142,2.480
-1.102,2.402
-1.102,2.480
-1.142,2.480
-1.142,2.480
-1.142,2.480
-1.102,2.323
-1.063,2.362
-1.142,2.480
-1.181,2.480
-1.142,2.402
-1.063,2.402
-1.102,2.480
-1.142,2.480
-1.181,2.559
-1.142,2.480
-1.063,2.441
-1.063,2.441
-1.142,2.480
-1.181,2.520
-1.142,2.480
-1.102,2.441
-1.102,2.402
-1.142,2.480
-1.181,2.520
-1.142,2.480
-1.102,2.441
-1.102,2.441
-1.181,2.480
-1.181,2.520
-1.142,2.480
-1.063,2.441
-1.102,2.402
-1.181,2.480
-1.181,2.480
-1.142,2.480
-1.102,2.402
-1.063,2.441
-1.142,2.480
-1.142,2.480
-1.142,2.480
-1.063,2.402
-1.102,2.480
-1.142,2.480
-1.181,2.520
-1.142,2.480
-1.102,2.441
-1.063,2.480
-1.142,2.480
-1.181,2.520
-1.142,2.480
-1.102,2.402
-1.102,2.402
-1.142,2.480
-1.181,2.480
-1.142,2.441
-1.063,2.402
-1.063,2.323
-1.142,2.480
-1.181,2.480
-1.142,2.441
-1.102,2.402
-1.063,2.441
-1.142,2.480
-1.181,2.520
-1.142,2.480
-1.063,2.402
-1.063,2.441
-1.142,2.480
-1.181,2.520
-1.142,2.480
-1.102,2.441
-1.063,2.441
-1.181,2.480
-1.181,2.480
-1.142,2.480
-1.063,2.441
-1.063,2.402
-1.142,2.480
-1.181,2.480
-1.142,2.480
-1.102,2.402
-1.063,2.402
-1.142,2.480
-1.181,2.480
-1.142,2.441
-1.063,2.402
-1.063,2.441
-1.142,2.480
-1.142,2.480
-1.142,2.559
-1.102,2.402
-1.063,2.441
-1.142,2.480
-1.181,2.520
-1.142,2.480
-1.063,2.402
-1.102,2.441
-1.142,2.480
-1.181,2.520
-1.142,2.480
-1.063,2.402
-1.063,2.402
-1.142,2.480
-1.181,2.480
-1.142,2.441
-1.102,2.402
-1.102,2.402
-1.142,2.480
-1.181,2.480
-1.142,2.441
-1.063,2.402
-1.102,2.441
-1.142,2.480
-1.181,2.480
-1.181,2.480
-1.063,2.402
-1.063,2.441
-1.142,2.480
-1.181,2.520
-1.142,2.480
-1.102,2.402
-1.063,2.441
-1.142,2.480
-1.142,2.480
-1.142,2.480
-1.063,2.402
-1.063,2.441
-1.142,2.480
-1.181,2.480
-1.142,2.441
-1.063,2.402
-1.102,2.402
-1.102,2.480
-1.181,2.480
-1.142,2.480
-1.063,2.402
-1.102,2.402
-1.142,2.480
-1.142,2.480
-1.142,2.480
-1.063,2.402
-1.063,2.402
-1.142,2.480
-1.181,2.480
-1.142,2.480
-1.063,2.402
-1.102,2.402
-1.102,2.480
-1.181,2.480
-1.142,2.480
-1.102,2.402
-1.063,2.441
-1.142,2.480
-1.181,2.480
-1.142,2.402
-1.102,2.402
-1.063,2.402
-1.102,2.480
-1.181,2.480
-1.142,2.480
-1.063,2.402
-1.063,2.402
-1.102,2.480
-1.181,2.480
-1.142,2.441
-1.102,2.402
-1.063,2.402
-1.142,2.480
-1.142,2.480
-1.142,2.480
-1.102,2.402
-1.063,2.402
-1.102,2.480
-1.181,2.520
-1.181,2.559
-1.102,2.402
-1.063,2.402
-1.142,2.480
-1.181,2.480
-1.142,2.559
-1.063,2.402
-1.063,2.402
-1.102,2.480
-1.181,2.480
-1.181,2.441
-1.102,2.402
-1.063,2.402
-1.142,2.480
-1.181,2.480
-1.142,2.362
-1.063,2.402
-1.063,2.402
-1.142,2.441
-1.181,2.480
-1.142,2.362
-1.063,2.402
-1.063,2.402
-1.142,2.441
-1.181,2.480
-1.142,2.480
-1.102,2.402
-1.063,2.402
-1.102,2.441
-1.181,2.480
-1.142,2.441
-1.063,2.402
-1.102,2.362
-1.102,2.441
-1.181,2.480
-1.181,2.441
-1.102,2.402
-1.063,2.362
-1.142,2.480
-1.181,2.480
-1.142,2.480
-1.102,2.402
-1.063,2.402
-1.102,2.441
-1.181,2.480
-1.142,2.480
-1.102,2.441
-1.063,2.402
-1.102,2.480
-1.181,2.480
-1.142,2.441
-1.102,2.441
-1.063,2.402
-1.102,2.441
-1.181,2.480
-1.181,2.480
-1.063,2.402
-1.063,2.402
-1.102,2.441
-1.181,2.480
-1.181,2.480
-1.102,2.402
-1.063,2.362
-1.102,2.441
-1.181,2.480
-1.142,2.480
-1.102,2.402
-1.063,2.402
-1.102,2.441
-1.142,2.480
-1.181,2.480
-1.102,2.402
-1.063,2.402
-1.102,2.441
-1.181,2.480
-1.142,2.480
-1.102,2.441
-1.063,2.402
-1.102,2.402
-1.181,2.480
-1.181,2.441
-1.063,2.362
-1.063,2.323
-1.102,2.402
-1.142,2.480
-1.181,2.480
-1.102,2.402
-1.063,2.402
-1.102,2.441
-1.142,2.480
-1.181,2.480
-1.142,2.441
-1.063,2.402
-1.102,2.441
-1.181,2.480
-1.181,2.480
-1.102,2.441
-1.063,2.402
-1.102,2.480
-1.181,2.480
-1.181,2.480
-1.102,2.402
-1.063,2.402
-1.063,2.441
-1.142,2.480
-1.181,2.480
-1.102,2.402
-1.063,2.402
-1.102,2.441
-1.142,2.480
-1.142,2.480
-1.102,2.441
-1.063,2.362
-1.102,2.441
-1.142,2.480
-1.181,2.480
-1.102,2.402
-1.063,2.402
-1.102,2.441
-1.142,2.480
-1.181,2.441
-1.102,2.402
-1.063,2.402
-1.063,2.402
-1.181,2.441
-1.181,2.480
-1.102,2.402
-1.063,2.402
-1.102,2.441
-1.142,2.480
-1.181,2.480
-1.102,2.402
-1.063,2.402
-1.063,2.402
-1.142,2.480
-1.181,2.441
-1.102,2.402
-1.063,2.362
-1.063,2.402
-1.142,2.480
-1.142,2.480
-1.102,2.402
-1.063,2.402
-1.063,2.441
-1.142,2.480
-1.181,2.480
-1.102,2.402
-1.063,2.402
-1.063,2.362
-1.142,2.480
-1.181,2.480
-1.102,2.441
-1.102,2.402
-1.063,2.402
-1.142,2.480
-1.181,2.480
-1.102,2.402
-1.063,2.402
-1.063,2.402
-1.181,2.480
-1.181,2.480
-1.102,2.441
-1.063,2.362
-1.102,2.441
-1.181,2.480
-1.181,2.480
-1.142,2.441
-1.063,2.362
-1.063,2.402
-1.142,2.480
-1.142,2.480
-1.102,2.441
-1.063,2.323
-1.063,2.441
-1.142,2.480
-1.142,2.441
-1.142,2.402
-1.063,2.402
-1.063,2.441
-1.142,2.480
-1.181,2.480
-1.102,2.402
-1.063,2.362
-1.102,2.480
-1.142,2.480
-1.181,2.480
-1.102,2.402
-1.063,2.323
-1.063,2.598
-1.142,2.480
-1.181,2.480
-1.142,2.402
-1.063,2.362
-1.102,2.638
-1.142,2.480
-1.181,2.480
-1.102,2.402
-1.063,2.362
-1.102,2.520
-1.142,2.480
-1.181,2.480
-1.102,2.441
-1.063,2.402
-1.063,2.480
-1.181,2.480
-1.181,2.480
-1.102,2.402
-1.063,2.323
-1.063,2.402
-1.142,2.480
-1.181,2.441
-1.142,2.402
-1.063,2.323
-1.063,2.323
-1.142,2.480
-1.181,2.480
-1.102,2.402
-1.063,2.362
-1.063,2.402
-1.142,2.480
-1.142,2.480
-1.142,2.402
-1.063,2.362
-1.063,2.323
-1.102,2.480
-1.181,2.480
-1.102,2.402
-1.063,2.323
-1.063,2.323
-1.142,2.441
-1.142,2.480
-1.102,2.402
-1.063,2.323
-1.063,2.402
-1.142,2.441
-1.181,2.441
-1.142,2.402
-1.063,2.323
-1.063,2.402
-1.142,2.441
-1.181,2.480
-1.102,2.402
-1.063,2.323
-1.063,2.402
-1.142,2.480
-1.142,2.480
-1.142,2.441
-1.063,2.402
-1.063,2.402
-1.142,2.480
-1.181,2.480
-1.142,2.441
-1.063,2.402
-1.063,2.362
-1.142,2.441
-1.142,2.441
-1.142,2.402
-1.063,2.323
-1.063,2.362
-1.142,2.441
-1.181,2.480
-1.102,2.402
-1.063,2.323
-1.063,2.402
-1.142,2.441
-1.142,2.480
-1.142,2.402
-1.063,2.362
-1.063,2.362
-1.102,2.441
-1.142,2.480
-1.102,2.441
-1.063,2.362
-1.063,2.402
-1.142,2.480
-1.142,2.480
-1.142,2.402
-1.063,2.323
-1.063,2.362
-1.102,2.480
-1.181,2.441
-1.102,2.402
-1.063,2.323
-1.063,2.323
-1.142,2.402
-1.181,2.480
-1.102,2.402
-1.063,2.323
-1.063,2.402
-1.142,2.441
-1.142,2.480
-1.142,2.441
-1.063,2.362
-1.063,2.362
-1.102,2.480
-1.181,2.480
-1.102,2.441
-1.063,2.402
-1.063,2.402
-1.102,2.441
-1.181,2.480
-1.142,2.441
-1.063,2.323
-1.063,2.362
-1.102,2.441
-1.142,2.480
-1.142,2.402
-1.063,2.323
-1.063,2.323
-1.102,2.441
-1.181,2.480
-1.142,2.402
-1.063,2.402
-1.063,2.402
-1.142,2.441
-1.142,2.480
-1.142,2.402
-1.063,2.323
-1.063,2.402
-1.102,2.441
-1.142,2.480
-1.142,2.441
-1.102,2.362
-1.063,2.402
-1.142,2.441
-1.142,2.480
-1.142,2.441
-1.063,2.323
-1.063,2.402
-1.102,2.402
-1.142,2.441
-1.142,2.441
-1.102,2.323
-1.063,2.323
-1.102,2.402
-1.142,2.480
-1.142,2.441
-1.063,2.323
-1.063,2.402
-1.102,2.441
-1.181,2.480
-1.142,2.441
-1.063,2.362
-1.063,2.323
-1.102,2.402
-1.142,2.480
-1.142,2.441
-1.063,2.362
-1.063,2.402
-1.102,2.441
-1.142,2.480
-1.142,2.480
-1.063,2.402
-1.063,2.362
-1.102,2.441
-1.142,2.480
-1.142,2.402
-1.063,2.323
-1.063,2.362
-1.102,2.402
-1.142,2.480
-1.142,2.441
-1.102,2.362
-1.063,2.362
-1.102,2.441
-1.142,2.480
-1.102,2.441
-1.063,2.362
-1.063,2.323
-1.102,2.441
-1.142,2.480
-1.142,2.441
-1.063,2.323
-1.063,2.323
-1.102,2.441
-1.142,2.480
-1.142,2.402
-1.063,2.323
-1.063,2.323
-1.142,2.402
-1.142,2.480
-1.142,2.165
-1.063,2.323
-1.063,2.323
-1.102,2.402
-1.181,2.441
-1.102,2.244
-1.063,2.323
-1.063,2.323
-1.102,2.402
-1.142,2.480
-1.142,2.244
-1.063,2.362
-1.063,2.323
-1.102,2.441
-1.142,2.480
-1.142,2.441
-1.063,2.402
-1.063,2.362
-1.102,2.402
-1.142,2.480
-1.142,2.480
-1.063,2.402
-1.063,2.362
-1.063,2.480
-1.142,2.441
-1.142,2.441
-1.063,2.323
-1.063,2.323
-1.063,2.402
-1.142,2.441
-1.142,2.441
-1.102,2.323
-1.063,2.323
-1.102,2.402
-1.142,2.480
-1.142,2.480
-1.102,2.362
-1.063,2.323
-1.102,2.441
-1.142,2.480
-1.142,2.480
-1.063,2.362
-1.063,2.323
-1.102,2.402
-1.142,2.480
-1.142,2.480
-1.063,2.402
-1.063,2.323
-1.063,2.323
-1.142,2.441
-1.142,2.441
-1.063,2.362
-1.063,2.323
-1.102,2.362
-1.142,2.441
-1.102,2.402
-1.063,2.362
-1.063,2.323
-1.102,2.441
-1.142,2.441
-1.142,2.441
-1.063,2.362
-1.063,2.362
-1.063,2.402
-1.142,2.480
-1.142,2.441
-1.063,2.402
-1.063,2.362
-1.063,2.402
-1.142,2.480
-1.142,2.441
-1.102,2.323
-1.063,2.323
-1.063,2.402
-1.142,2.441
-1.142,2.441
-1.063,2.402
-1.063,2.323
-1.063,2.362
-1.142,2.441
-1.142,2.441
-1.102,2.362
-1.063,2.323
-1.102,2.402
-1.142,2.441
-1.142,2.441
-1.102,2.362
-1.063,2.323
-1.102,2.402
-1.142,2.441
-1.142,2.441
-1.102,2.402
-1.063,2.323
-1.063,2.402
-1.142,2.441
-1.102,2.441
-1.063,2.323
-1.063,2.323
-1.063,2.323
-1.142,2.441
-1.102,2.402
-1.063,2.323
-1.063,2.323
-1.063,2.362
-1.142,2.441
-1.142,2.441
-1.063,2.362
-1.063,2.323
-1.063,2.402
-1.142,2.441
-1.142,2.480
-1.102,2.402
-1.063,2.323
-1.063,2.323
-1.142,2.480
-1.142,2.480
-1.102,2.362
-1.063,2.362
-1.063,2.362
-1.142,2.441
-1.142,2.480
-1.102,2.402
-1.063,2.323
-1.063,2.402
-1.142,2.441
-1.142,2.441
-1.102,2.362
-1.063,2.323
-1.063,2.323
-1.142,2.441
-1.142,2.441
-1.102,2.402
-1.063,2.362
-1.063,2.402
-1.102,2.441
-1.142,2.480
-1.142,2.402
-1.063,2.323
-1.063,2.323
-1.142,2.402
-1.142,2.402
-1.102,2.323
-1.063,2.323
-1.063,2.362
-1.102,2.402
-1.142,2.402
-1.102,2.402
-1.063,2.323
-1.063,2.323
-1.102,2.402
-1.142,2.402
-1.102,2.402
-1.063,2.323
-1.063,2.323
-1.102,2.402
-1.142,2.402
-1.102,2.402
-1.102,2.362
-1.063,2.323
-1.102,2.402
-1.142,2.402
-1.102,2.402
-1.063,2.362
-1.063,2.323
-1.102,2.402
-1.102,2.441
-1.102,2.402
-1.063,2.323
-1.063,2.362
-1.102,2.402
-1.142,2.441
-1.102,2.402
-1.102,2.362
-1.063,2.402
-1.102,2.441
-1.142,2.441
-1.102,2.402
-1.063,2.362
-1.063,2.362
-1.102,2.402
-1.102,2.441
-1.102,2.362
-1.063,2.323
-1.063,2.323
-1.102,2.402
-1.142,2.402
-1.102,2.402
-1.063,2.323
-1.063,2.323
-1.142,2.402
-1.102,2.402
-1.102,2.402
-1.063,2.323
-1.063,2.323
-1.102,2.402
-1.142,2.402
-1.102,2.402
-1.063,2.323
-1.063,2.362
-1.063,2.402
-1.102,2.402
-1.102,2.402
-1.063,2.323
-1.063,2.323
-1.102,2.402
-1.102,2.362
-1.102,2.402
-1.063,2.323
-1.102,2.323
-1.102,2.402
-1.142,2.402
-1.102,2.402
-1.063,2.362
-1.063,2.323
-1.102,2.402
-1.142,2.441
-1.102,2.402
-1.063,2.402
-1.063,2.402
-1.102,2.441
-1.102,2.402
-1.102,2.402
-1.063,2.323
-1.063,2.362
-1.102,2.362
-1.102,2.402
-1.102,2.402
-1.063,2.362
-1.102,2.362
-1.063,2.362
-1.102,2.402
-1.102,2.402
-1.102,2.323
-1.063,2.323
-1.102,2.402
-1.102,2.402
-1.102,2.402
-1.063,2.323
-1.063,2.362
-1.102,2.402
-1.102,2.441
-1.102,2.323
-1.102,2.323
-1.063,2.323
-1.063,2.402
-1.102,2.402
-1.102,2.402
-1.063,2.362
-1.063,2.323
-1.063,2.323
-1.102,2.402
-1.102,2.362
-1.102,2.323
-1.063,2.323
-1.063,2.323
-1.102,2.362
-1.102,2.402
-1.102,2.362
-1.063,2.362
-1.063,2.402
-1.102,2.402
-1.102,2.402
-1.102,2.402
-1.102,2.402
-1.102,2.402
-1.102,2.402
-1.102,2.402
-1.102,2.402
-1.063,2.362
-1.102,2.402
-1.102,2.402
-1.102,2.283
-1.063,2.402
-1.063,2.362
-1.102,2.402
-1.102,2.402
-1.063,2.402
-1.102,2.362
-1.063,2.362
-1.102,2.402
-1.102,2.402
-1.102,2.362
-1.063,2.362
-1.063,2.362
-1.063,2.362
-1.142,2.402
-1.102,2.402
-1.063,2.362
-1.063,2.402
-1.102,2.402
-1.102,2.402
-1.063,2.402
-1.063,2.323
-1.063,2.362
-1.063,2.402
-1.102,2.362
-1.102,2.362
-1.102,2.323
-1.063,2.323
-1.102,2.323
-1.102,2.362
-1.102,2.323
-1.063,2.323
-1.063,2.323
-1.102,2.323
-1.102,2.402
-1.102,2.402
-1.102,2.402
-1.063,2.402
-1.063,2.402
-1.102,2.402
-1.102,2.402
-1.063,2.402
-1.063,2.323
-1.063,2.362
-1.102,2.402
-1.102,2.402
-1.063,2.362
-1.102,2.323
-1.063,2.402
-1.102,2.402
-1.102,2.402
-1.063,2.323
-1.063,2.323
-1.063,2.402
-1.063,2.402
-1.102,2.362
-1.063,2.402
-1.063,2.402
-1.063,2.323
-1.102,2.402
-1.102,2.402
-1.102,2.402
-1.102,2.323
-1.063,2.323
-1.063,2.402
-1.102,2.362
-1.063,2.402
-1.063,2.323
-1.063,2.362
-1.063,2.362
-1.063,2.323
-1.102,2.362
-1.102,2.323
-1.063,2.323
-1.102,2.362
-1.063,2.362
-1.063,2.323
-1.102,2.323
-1.063,2.323
-1.063,2.323
-1.063,2.402
-1.102,2.362
-1.063,2.362
-1.102,2.323
-1.063,2.362
-1.063,2.402
-1.063,2.362
-1.102,2.362
-1.102,2.362
-1.063,2.362
-1.063,2.323
-1.063,2.362
-1.063,2.362
-1.063,2.402
-1.102,2.402
-1.063,2.362
-1.063,2.402
-1.102,2.402
-1.063,2.323
-1.063,2.402
-1.063,2.402
-1.063,2.362
-1.102,2.402
-1.063,2.362
-1.063,2.402
-1.063,2.323
-1.102,2.362
-1.063,2.362
-1.063,2.323
-1.063,2.362
-1.063,2.323
-1.063,2.323
-1.102,2.323
-1.063,2.323
-1.063,2.323
-1.063,2.402
-1.102,2.362
-1.063,2.362
-1.063,2.323
-1.063,2.362
-1.063,2.402
-1.102,2.362
-1.102,2.362
-1.102,2.362
-1.063,2.323
-1.063,2.362
-1.063,2.362
-1.063,2.402
-1.102,2.323
-1.102,2.362
-1.063,2.323
-1.063,2.323
-1.063,2.323
-1.102,2.362
-1.102,2.323
-1.102,2.323
-1.063,2.323
-1.063,2.323
-1.063,2.362
-1.102,2.362
-1.063,2.362
-1.063,2.402
-1.102,2.362
-1.102,2.402
-1.102,2.402
-1.063,2.402
-1.063,2.362
-1.063,2.362
-1.102,2.362
-1.063,2.362
-1.063,2.402
-1.063,2.402
-1.063,2.323
-1.102,2.323
-1.063,2.323
-1.063,2.362
-1.063,2.402
-1.102,2.323
-1.063,2.323
-1.063,2.323
-1.102,2.323
-1.063,2.323
-1.102,2.362
-1.102,2.362
-1.063,2.362
-1.063,2.362
-1.063,2.362
-1.063,2.362
-1.063,2.323
-1.063,2.323
-1.063,2.402
-1.063,2.402
-1.063,2.362
-1.102,2.323
-1.102,2.362
-1.102,2.323
-1.063,2.362
-1.063,2.323
-1.063,2.323
-1.063,2.323
-1.063,2.323
-1.102,2.323
-1.063,2.323
-1.063,2.323
-1.063,2.323
-1.102,2.323
-1.102,2.323
-1.063,2.362
-1.063,2.362
-1.102,2.402
-1.102,2.402
-1.102,2.402
-1.063,2.402
-1.063,2.402
-1.063,2.402
-1.063,2.362
-1.063,2.323
-1.063,2.323
-1.102,2.323
-1.063,2.323
-1.063,2.323
-1.063,2.323
-1.063,2.362
-1.063,2.323
-1.063,2.323
-1.102,2.323
-1.063,2.323
-1.063,2.323
-1.063,2.323
-1.063,2.323
-1.063,2.362
-1.102,2.362
-1.102,2.362
-1.063,2.323
-1.063,2.323
-1.063,2.323
-1.063,2.362
-1.102,2.362
-1.102,2.362
-1.063,2.362
-1.063,2.362
-1.063,2.362
-1.102,2.323
-1.063,2.323
-1.102,2.323
-1.063,2.323
-1.063,2.323
-1.063,2.323
-1.063,2.323
-1.063,2.323
-1.102,2.323
-1.063,2.323
-1.063,2.323
-1.102,2.323
-1.063,2.323
-1.063,2.362
-1.063,2.362
-1.063,2.362
-1.102,2.402
-1.063,2.362
-1.063,2.323
-1.063,2.362
-1.063,2.362
-1.063,2.362
-1.063,2.362
-1.063,2.402
-1.063,2.323
-1.102,2.323
-1.063,2.362
-1.063,2.323
-1.063,2.323
-1.063,2.323
-1.063,2.323
-1.063,2.323
-1.063,2.323
-1.063,2.323
-1.063,2.362
-1.102,2.323
-1.102,2.323
-1.063,2.362
-1.063,2.323
-1.102,2.323
-1.063,2.323
-1.063,2.323
-1.063,2.323
-1.063,2.323
-1.063,2.323
-1.063,2.323
-1.063,2.323
-1.102,2.323
-1.063,2.323
-1.063,2.323
-1.063,2.323
-1.102,2.323
-1.063,2.323
-1.063,2.362
-1.102,2.323
-1.063,2.323
-1.102,2.323
-1.063,2.323
-1.063,2.323
-1.063,2.323
-1.102,2.323
-1.063,2.323
-1.063,2.323
-1.102,2.323
-1.102,2.323
-1.063,2.323
-1.063,2.323
-1.063,2.323
-1.063,2.323
-1.063,2.323
-1.063,2.362
-1.102,2.323
-1.063,2.402
-1.102,2.362
-1.063,2.323
-1.063,2.362
-1.063,2.323
-1.102,2.402
-1.063,2.362
-1.063,2.323
-1.063,2.362
-1.102,2.323
-1.063,2.323
-1.063,2.323
